Tanggal,Lintang,Bujur,Magnitudo,Kedalaman (km),Lokasi,Keterangan,Sumber
2023-05-23 04:19:00,-7.94644929725993,112.292415901908,3.94,4,"Gunung Kelud, Kediri",4 kali gempa Low Frequency,VolcanoDiscovery
2023-05-23 16:20:00,-8.08430704216998,113.992620361256,2.61,54,"Gunung Raung, Banyuwangi","1 kali gempa Letusan/Erupsi
2 kali gempa Hembusan
2 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2023-05-23 19:51:00,-7.91669860703499,112.296425537333,1.18,17,"Gunung Kelud, Kediri",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-05-24 03:17:00,-7.94371000359671,112.317020888827,3.48,34,"Gunung Kelud, Kediri","5 kali gempa Hembusan
5 kali gempa Tektonik Jauh
2 kali gempa Low
5 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-05-25 10:09:00,-8.16021345761922,112.879094566072,5.66,61,"Gunung Semeru, Lumajang","2 kali gempa Vulkanik Dalam
4 kali gempa Tektonik Lokal
3 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-05-25 18:15:00,-8.04196971643154,114.296081048261,2.93,69,"Gunung Ijen, Banyuwangi","3 kali gempa Tremor Non-Harmonik
4 kali gempa Tektonik Lokal
3 kali gempa Guguran
4 kali gempa Tektonik Jauh",VolcanoDiscovery
2023-05-25 21:59:00,-8.10216615976186,114.02550403887,5.8,52,"Gunung Raung, Banyuwangi","4 kali gempa Guguran
3 kali gempa Tremor Non-Harmonik
3 kali gempa Vulkanik Dalam
3 kali gempa Letusan/Erupsi
1 kali gempa Low Frequency",VolcanoDiscovery
2023-05-26 03:17:00,-7.97943400610953,112.894180320608,5.57,25,"Gunung Bromo, Probolinggo","3 kali gempa Tektonik Lokal
1 kali gempa Letusan/Erupsi
3 kali gempa Low",VolcanoDiscovery
2023-05-27 09:31:00,-8.0901116764907,114.176983588999,5.84,55,"Gunung Ijen, Banyuwangi","3 kali gempa Tektonik Jauh
5 kali gempa Hembusan
1 kali gempa Letusan/Erupsi
1 kali gempa Vulkanik Dalam
4 kali gempa Guguran",VolcanoDiscovery
2023-05-27 13:46:00,-7.93185431203268,112.879864994265,4.62,50,"Gunung Bromo, Probolinggo","2 kali gempa Tektonik Jauh
3 kali gempa Low
5 kali gempa Tremor Non-Harmonik
4 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-05-27 19:40:00,-8.1446927019635,113.982398151162,5.75,21,"Gunung Raung, Banyuwangi","3 kali gempa Letusan/Erupsi
2 kali gempa Tektonik Jauh
5 kali gempa Guguran
5 kali gempa Low
3 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-05-28 11:22:00,-7.91729159492463,112.301033891463,1.7,2,"Gunung Kelud, Kediri",2 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-05-28 15:49:00,-7.91548139860693,112.323442082719,1.89,17,"Gunung Kelud, Kediri",3 kali gempa Guguran,VolcanoDiscovery
2023-05-29 08:16:00,-8.15555291551463,112.940541864961,2.14,33,"Gunung Semeru, Lumajang","3 kali gempa Tektonik Lokal
1 kali gempa Tektonik Jauh
4 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2023-05-29 09:18:00,-8.15815555334945,112.855166569053,5.09,12,"Gunung Semeru, Lumajang","2 kali gempa Tremor Non-Harmonik
5 kali gempa Hembusan
3 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-05-29 13:23:00,-8.16798260994644,112.962758165036,2.48,14,"Gunung Semeru, Lumajang","5 kali gempa Guguran
3 kali gempa Vulkanik Dalam
5 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-05-31 02:11:00,-8.0881568611672,114.245016777476,3.09,3,"Gunung Ijen, Banyuwangi","1 kali gempa Hembusan
5 kali gempa Vulkanik Dalam
4 kali gempa Tremor Non-Harmonik
5 kali gempa Guguran",VolcanoDiscovery
2023-05-31 21:05:00,-8.06708886610631,114.235488654461,3.48,58,"Gunung Ijen, Banyuwangi","2 kali gempa Letusan/Erupsi
3 kali gempa Hembusan
4 kali gempa Tektonik Lokal
1 kali gempa Guguran
1 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-06-01 06:18:00,-7.88616112825736,112.951948192651,3.57,31,"Gunung Bromo, Probolinggo","5 kali gempa Letusan/Erupsi
4 kali gempa Tremor Non-Harmonik
1 kali gempa Low Frequency",VolcanoDiscovery
2023-06-01 22:21:00,-8.12308109912742,114.053410131499,2.86,13,"Gunung Raung, Banyuwangi",3 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2023-06-02 07:21:00,-8.01356089050586,114.259533359733,5.92,35,"Gunung Ijen, Banyuwangi","2 kali gempa Tektonik Lokal
5 kali gempa Low Frequency
2 kali gempa Letusan/Erupsi
5 kali gempa Hembusan
3 kali gempa Guguran",VolcanoDiscovery
2023-06-03 11:47:00,-7.98237289198971,112.950569807117,2.67,57,"Gunung Bromo, Probolinggo","1 kali gempa Letusan/Erupsi
1 kali gempa Tremor Non-Harmonik
3 kali gempa Tektonik Jauh
5 kali gempa Tektonik Lokal",VolcanoDiscovery
2023-06-04 15:23:00,-8.00363317801697,112.943082482057,5.12,47,"Gunung Bromo, Probolinggo","4 kali gempa Tremor Non-Harmonik
3 kali gempa Tektonik Lokal
4 kali gempa Guguran
5 kali gempa Low Frequency
2 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-06-04 20:17:00,-8.04750473948877,114.259076447765,3.7,1,"Gunung Ijen, Bondowoso",3 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2023-06-05 02:11:00,-8.06876080799608,114.257878932918,2.88,17,"Gunung Ijen, Bondowoso",1 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2023-06-05 20:47:00,-7.95669237440515,112.363686927224,5.6,21,"Gunung Kelud, Kediri","4 kali gempa Low Frequency
3 kali gempa Vulkanik Dalam
2 kali gempa Tektonik Lokal
2 kali gempa Guguran",VolcanoDiscovery
2023-06-06 01:21:00,-8.09899087269711,114.237569619016,4.89,27,"Gunung Ijen, Banyuwangi","2 kali gempa Low
2 kali gempa Tektonik Lokal
2 kali gempa Letusan/Erupsi
3 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-06-06 12:56:00,-8.15228765399601,114.024353352571,4.32,53,"Gunung Raung, Banyuwangi","5 kali gempa Tektonik Lokal
3 kali gempa Hembusan
1 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2023-06-07 04:20:00,-7.93418675060462,112.956288613906,2.75,19,"Gunung Bromo, Probolinggo",1 kali gempa Low Frequency,VolcanoDiscovery
2023-06-07 08:40:00,-8.10527675481224,114.097404829302,2.86,26,"Gunung Raung, Banyuwangi","2 kali gempa Vulkanik Dalam
2 kali gempa Low
1 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-06-07 15:26:00,-8.06595895230671,114.228754625913,3.53,70,"Gunung Ijen, Banyuwangi","1 kali gempa Vulkanik Dalam
1 kali gempa Low Frequency
4 kali gempa Tektonik Jauh
1 kali gempa Tremor Non-Harmonik
1 kali gempa Tektonik Lokal",VolcanoDiscovery
2023-06-07 17:39:00,-7.95680527647842,112.936314807708,3.06,13,"Gunung Bromo, Probolinggo",1 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-06-08 17:25:00,-8.17016318418077,114.002171176067,5.01,47,"Gunung Raung, Banyuwangi","4 kali gempa Letusan/Erupsi
2 kali gempa Guguran
3 kali gempa Tektonik Lokal
1 kali gempa Vulkanik Dalam
5 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2023-06-09 09:40:00,-7.90157893768866,112.995361712086,4.53,60,"Gunung Bromo, Probolinggo","3 kali gempa Hembusan
2 kali gempa Letusan/Erupsi
5 kali gempa Tektonik Lokal",VolcanoDiscovery
2023-06-10 02:38:00,-8.13392925761348,112.877684800606,2.5,5,"Gunung Semeru, Lumajang","5 kali gempa Guguran
5 kali gempa Vulkanik Dalam
5 kali gempa Hembusan",VolcanoDiscovery
2023-06-10 06:07:00,-8.13701893562143,114.036507042875,3.02,2,"Gunung Raung, Banyuwangi",3 kali gempa Guguran,VolcanoDiscovery
2023-06-10 23:24:00,-8.08930254006838,112.900021212789,5.34,58,"Gunung Semeru, Lumajang","1 kali gempa Tremor Non-Harmonik
3 kali gempa Tektonik Lokal
3 kali gempa Guguran
1 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-06-11 00:36:00,-7.90664001269597,112.966531044336,3.33,59,"Gunung Bromo, Probolinggo","4 kali gempa Tremor Non-Harmonik
1 kali gempa Letusan/Erupsi
2 kali gempa Low
3 kali gempa Tektonik Lokal
2 kali gempa Tektonik Jauh",VolcanoDiscovery
2023-06-11 14:42:00,-8.1314765939774,112.921226953838,2.99,10,"Gunung Semeru, Lumajang","1 kali gempa Low
4 kali gempa Hembusan
4 kali gempa Guguran
2 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2023-06-11 18:04:00,-8.00965451025612,112.958036350554,5.05,25,"Gunung Bromo, Probolinggo","4 kali gempa Tektonik Lokal
1 kali gempa Hembusan
4 kali gempa Tremor Non-Harmonik
4 kali gempa Guguran",VolcanoDiscovery
2023-06-12 02:01:00,-7.94536659124235,112.902883301644,2.95,14,"Gunung Bromo, Probolinggo","2 kali gempa Low Frequency
5 kali gempa Low
4 kali gempa Guguran
5 kali gempa Tektonik Lokal
2 kali gempa Tektonik Jauh",VolcanoDiscovery
2023-06-13 19:43:00,-8.06172843413779,112.913225554066,4.33,19,"Gunung Semeru, Lumajang","4 kali gempa Tektonik Lokal
2 kali gempa Letusan/Erupsi
4 kali gempa Guguran",VolcanoDiscovery
2023-06-14 03:45:00,-7.93539105735111,112.96726239402,1.95,1,"Gunung Bromo, Probolinggo",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-06-14 17:57:00,-8.12627702035104,112.927562677769,1.92,17,"Gunung Semeru, Lumajang",5 kali gempa Low Frequency,VolcanoDiscovery
2023-06-15 05:06:00,-7.93169990304941,112.956604176295,1.28,3,"Gunung Bromo, Probolinggo",5 kali gempa Guguran,VolcanoDiscovery
2023-06-15 06:21:00,-7.9535591799222,112.960441062408,3.43,3,"Gunung Bromo, Probolinggo",5 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2023-06-15 17:22:00,-8.04737159160956,114.238735095674,2.85,19,"Gunung Ijen, Bondowoso",1 kali gempa Guguran,VolcanoDiscovery
2023-06-17 14:49:00,-8.00238050104141,112.97763284752,3.55,40,"Gunung Bromo, Probolinggo","1 kali gempa Vulkanik Dalam
1 kali gempa Guguran
2 kali gempa Low Frequency
1 kali gempa Hembusan
2 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-06-18 05:14:00,-8.1359816068443,114.032158280471,3.51,16,"Gunung Raung, Banyuwangi",3 kali gempa Low Frequency,VolcanoDiscovery
2023-06-18 06:21:00,-8.07290955016862,114.225987904102,2.34,10,"Gunung Ijen, Bondowoso",5 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2023-06-20 18:19:00,-7.99412352358153,114.17102261542,3.75,47,"Gunung Ijen, Banyuwangi","4 kali gempa Hembusan
5 kali gempa Letusan/Erupsi
2 kali gempa Vulkanik Dalam
2 kali gempa Tektonik Jauh
2 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2023-06-22 00:54:00,-7.95824611559484,112.99443532893,5.68,70,"Gunung Bromo, Probolinggo","5 kali gempa Hembusan
5 kali gempa Tektonik Lokal
5 kali gempa Guguran
2 kali gempa Low Frequency
4 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-06-22 19:14:00,-8.16725409044609,112.927486583137,2.65,10,"Gunung Semeru, Lumajang","4 kali gempa Guguran
4 kali gempa Tremor Non-Harmonik
5 kali gempa Hembusan",VolcanoDiscovery
2023-06-22 19:27:00,-8.20040385657218,114.082618235735,3.01,26,"Gunung Raung, Banyuwangi","3 kali gempa Low Frequency
3 kali gempa Hembusan
2 kali gempa Tektonik Lokal
2 kali gempa Low",VolcanoDiscovery
2023-06-23 12:10:00,-8.11947662086569,114.03148146205,3.89,11,"Gunung Raung, Banyuwangi",4 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2023-06-25 10:18:00,-8.11787844312996,114.052751347242,3.8,12,"Gunung Raung, Banyuwangi",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-06-25 21:05:00,-8.11931566860439,114.032074076034,5.01,33,"Gunung Raung, Banyuwangi","4 kali gempa Hembusan
1 kali gempa Low
3 kali gempa Guguran
2 kali gempa Tremor Non-Harmonik
2 kali gempa Tektonik Lokal",VolcanoDiscovery
2023-06-26 11:03:00,-7.93445533333796,112.301449964909,2.85,6,"Gunung Kelud, Kediri",1 kali gempa Low Frequency,VolcanoDiscovery
2023-06-26 22:04:00,-8.04973384522248,114.226364865971,3.03,31,"Gunung Ijen, Banyuwangi","4 kali gempa Letusan/Erupsi
5 kali gempa Vulkanik Dalam
3 kali gempa Tektonik Jauh",VolcanoDiscovery
2023-06-27 20:04:00,-7.90032686410726,112.348497428085,3.31,18,"Gunung Kelud, Kediri","2 kali gempa Guguran
1 kali gempa Low Frequency
3 kali gempa Low",VolcanoDiscovery
2023-06-28 01:57:00,-8.0578073814888,114.293749425879,2.98,69,"Gunung Ijen, Banyuwangi","3 kali gempa Letusan/Erupsi
4 kali gempa Tremor Non-Harmonik
2 kali gempa Low Frequency
1 kali gempa Hembusan
4 kali gempa Guguran",VolcanoDiscovery
2023-06-30 08:13:00,-7.92329805610385,112.32346479148,1.05,12,"Gunung Kelud, Kediri",3 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2023-06-30 15:21:00,-8.06953388223046,114.191975544768,2.29,64,"Gunung Ijen, Banyuwangi","5 kali gempa Low
1 kali gempa Low Frequency
3 kali gempa Tremor Non-Harmonik
3 kali gempa Tektonik Lokal
3 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-06-30 20:15:00,-8.09883703787138,112.938763025672,4.1,21,"Gunung Semeru, Lumajang","1 kali gempa Tektonik Jauh
2 kali gempa Guguran
4 kali gempa Low",VolcanoDiscovery
2023-07-01 03:12:00,-8.04033697168284,112.890111004183,3.32,18,"Gunung Semeru, Lumajang","3 kali gempa Tremor Non-Harmonik
3 kali gempa Vulkanik Dalam
2 kali gempa Tektonik Lokal",VolcanoDiscovery
2023-07-01 16:35:00,-8.06833282017899,114.241858714055,1.13,3,"Gunung Ijen, Bondowoso",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-07-02 01:39:00,-7.90481474965678,112.36599113266,4.05,57,"Gunung Kelud, Kediri","3 kali gempa Letusan/Erupsi
4 kali gempa Hembusan
5 kali gempa Tektonik Jauh",VolcanoDiscovery
2023-07-02 03:56:00,-8.17344533621706,114.036104381176,2.35,31,"Gunung Raung, Banyuwangi","1 kali gempa Letusan/Erupsi
4 kali gempa Tektonik Lokal
2 kali gempa Low Frequency
2 kali gempa Hembusan",VolcanoDiscovery
2023-07-02 10:41:00,-7.89772680005954,112.277885744399,4.75,23,"Gunung Kelud, Kediri","5 kali gempa Tektonik Lokal
3 kali gempa Low Frequency
2 kali gempa Guguran
2 kali gempa Hembusan
3 kali gempa Low",VolcanoDiscovery
2023-07-02 17:31:00,-8.10957385713544,112.91351447675,3.77,13,"Gunung Semeru, Lumajang",2 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2023-07-03 21:10:00,-8.0428484234336,114.253527235997,3.2,2,"Gunung Ijen, Bondowoso",1 kali gempa Guguran,VolcanoDiscovery
2023-07-04 01:26:00,-8.08678995339456,112.855536066283,4.36,26,"Gunung Semeru, Lumajang","3 kali gempa Guguran
2 kali gempa Tremor Non-Harmonik
4 kali gempa Tektonik Jauh
3 kali gempa Vulkanik Dalam
2 kali gempa Hembusan",VolcanoDiscovery
2023-07-04 10:11:00,-8.1605929902812,112.856775742509,5.81,63,"Gunung Semeru, Lumajang","5 kali gempa Guguran
1 kali gempa Low Frequency
5 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-07-05 22:46:00,-7.9755156599432,112.999958268925,2.79,66,"Gunung Bromo, Probolinggo","3 kali gempa Guguran
5 kali gempa Vulkanik Dalam
1 kali gempa Tektonik Jauh
3 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-07-06 07:29:00,-8.07755940084929,112.976153536986,5.23,5,"Gunung Semeru, Lumajang","1 kali gempa Guguran
4 kali gempa Vulkanik Dalam
2 kali gempa Tektonik Lokal
5 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-07-10 13:44:00,-8.11126360848632,112.920440949724,3.84,14,"Gunung Semeru, Lumajang",1 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-07-10 18:08:00,-8.07437179464889,114.245402709793,2.69,19,"Gunung Ijen, Bondowoso",1 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2023-07-11 11:24:00,-7.95180033396226,112.939114632715,3.09,15,"Gunung Bromo, Probolinggo",2 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2023-07-11 21:27:00,-7.93183910986222,112.328273658807,2.13,14,"Gunung Kelud, Kediri",3 kali gempa Guguran,VolcanoDiscovery
2023-07-12 06:31:00,-8.0918931745187,112.931055340478,5.18,23,"Gunung Semeru, Lumajang","4 kali gempa Letusan/Erupsi
2 kali gempa Guguran
2 kali gempa Low
4 kali gempa Low Frequency",VolcanoDiscovery
2023-07-12 15:30:00,-7.92314555352052,112.912851729312,3.31,67,"Gunung Bromo, Probolinggo","2 kali gempa Guguran
3 kali gempa Tektonik Jauh
4 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2023-07-12 18:10:00,-8.18103729972954,114.057956051002,3.66,31,"Gunung Raung, Banyuwangi","2 kali gempa Hembusan
2 kali gempa Guguran
3 kali gempa Low Frequency
5 kali gempa Tektonik Lokal",VolcanoDiscovery
2023-07-13 06:51:00,-8.17040675669794,114.018422243968,5.2,59,"Gunung Raung, Banyuwangi","1 kali gempa Tremor Non-Harmonik
3 kali gempa Low
3 kali gempa Tektonik Jauh
4 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-07-13 12:01:00,-8.06774067127218,114.238105788367,3.66,2,"Gunung Ijen, Bondowoso",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-07-14 07:53:00,-8.0762690600608,114.234172787563,1.08,8,"Gunung Ijen, Bondowoso",1 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2023-07-14 21:06:00,-8.12744405109601,114.204231881737,5.17,13,"Gunung Ijen, Banyuwangi","4 kali gempa Tektonik Lokal
3 kali gempa Vulkanik Dalam
1 kali gempa Hembusan
4 kali gempa Low
5 kali gempa Low Frequency",VolcanoDiscovery
2023-07-14 23:47:00,-7.92449432480496,112.950531899719,1.94,17,"Gunung Bromo, Probolinggo",5 kali gempa Guguran,VolcanoDiscovery
2023-07-15 01:12:00,-7.88620677583863,112.245283968807,4.04,52,"Gunung Kelud, Kediri","3 kali gempa Tektonik Jauh
4 kali gempa Hembusan
1 kali gempa Guguran
1 kali gempa Letusan/Erupsi
3 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-07-15 04:20:00,-7.97956330140284,112.941921939791,2.33,43,"Gunung Bromo, Probolinggo","2 kali gempa Vulkanik Dalam
2 kali gempa Letusan/Erupsi
5 kali gempa Guguran",VolcanoDiscovery
2023-07-15 13:43:00,-7.918873302679,112.268952015416,4.91,4,"Gunung Kelud, Kediri","3 kali gempa Tektonik Jauh
2 kali gempa Vulkanik Dalam
1 kali gempa Low",VolcanoDiscovery
2023-07-17 00:08:00,-7.94069181813947,112.949476566885,3.61,2,"Gunung Bromo, Probolinggo",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-07-17 00:49:00,-8.17663629799947,114.070843891918,2.02,43,"Gunung Raung, Banyuwangi","3 kali gempa Tektonik Lokal
3 kali gempa Hembusan
2 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-07-18 06:46:00,-8.03128811549958,114.200777356757,5.5,42,"Gunung Ijen, Banyuwangi","1 kali gempa Low
3 kali gempa Tektonik Lokal
4 kali gempa Low Frequency
2 kali gempa Tektonik Jauh",VolcanoDiscovery
2023-07-18 08:44:00,-8.08330868330621,114.000154168112,4.13,4,"Gunung Raung, Banyuwangi","2 kali gempa Low
4 kali gempa Vulkanik Dalam
5 kali gempa Letusan/Erupsi
1 kali gempa Hembusan",VolcanoDiscovery
2023-07-18 10:43:00,-8.1234418606967,112.904922496683,2.34,9,"Gunung Semeru, Lumajang",4 kali gempa Guguran,VolcanoDiscovery
2023-07-18 13:50:00,-7.98904708814184,114.268351070564,4.83,11,"Gunung Ijen, Banyuwangi","1 kali gempa Low
1 kali gempa Low Frequency
2 kali gempa Vulkanik Dalam
1 kali gempa Tektonik Lokal
4 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2023-07-18 23:58:00,-7.87524341780791,112.993749448874,5.94,20,"Gunung Bromo, Probolinggo","5 kali gempa Guguran
2 kali gempa Low
4 kali gempa Tektonik Lokal",VolcanoDiscovery
2023-07-19 16:50:00,-8.05102732934359,114.227364815996,2.36,9,"Gunung Ijen, Bondowoso",4 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-07-20 00:46:00,-8.07968454796473,112.864445387752,5.13,14,"Gunung Semeru, Lumajang","1 kali gempa Low
3 kali gempa Vulkanik Dalam
5 kali gempa Guguran",VolcanoDiscovery
2023-07-20 03:03:00,-8.09617599137162,112.95856084767,3.28,42,"Gunung Semeru, Lumajang","1 kali gempa Guguran
5 kali gempa Low
5 kali gempa Tektonik Jauh
3 kali gempa Low Frequency
3 kali gempa Letusan/Erupsi",VolcanoDiscovery
2023-07-20 09:51:00,-8.0525274393654,114.236144440435,3.1,3,"Gunung Ijen, Bondowoso",5 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2023-07-21 01:47:00,-7.86323268689891,112.323201054848,5.59,5,"Gunung Kelud, Kediri","2 kali gempa Hembusan
4 kali gempa Vulkanik Dalam
3 kali gempa Tremor Non-Harmonik
1 kali gempa Letusan/Erupsi
3 kali gempa Guguran",VolcanoDiscovery
2023-07-21 04:26:00,-7.90581457249741,112.307625162559,3.89,9,"Gunung Kelud, Kediri","2 kali gempa Tektonik Lokal
3 kali gempa Vulkanik Dalam
3 kali gempa Letusan/Erupsi
4 kali gempa Tektonik Jauh
1 kali gempa Low",VolcanoDiscovery
2023-07-21 11:03:00,-7.88005281478833,112.336287853215,2.19,34,"Gunung Kelud, Kediri","3 kali gempa Tektonik Jauh
4 kali gempa Low Frequency
2 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-07-21 23:21:00,-8.1051902404376,112.969855405379,5.64,17,"Gunung Semeru, Lumajang","3 kali gempa Low
5 kali gempa Letusan/Erupsi
5 kali gempa Guguran
4 kali gempa Vulkanik Dalam
2 kali gempa Low Frequency",VolcanoDiscovery
2023-07-22 11:29:00,-8.07761901302875,112.955410168887,5.95,31,"Gunung Semeru, Lumajang","2 kali gempa Tremor Non-Harmonik
2 kali gempa Guguran
4 kali gempa Low Frequency
4 kali gempa Low",VolcanoDiscovery
2023-07-23 04:25:00,-8.17854066884874,114.04550981536,2.12,48,"Gunung Raung, Banyuwangi","5 kali gempa Tektonik Jauh
1 kali gempa Letusan/Erupsi
3 kali gempa Low Frequency
4 kali gempa Tektonik Lokal",VolcanoDiscovery
2023-07-23 04:47:00,-7.88289565245947,112.347774106957,5.82,32,"Gunung Kelud, Kediri","2 kali gempa Guguran
3 kali gempa Tektonik Lokal
3 kali gempa Hembusan",VolcanoDiscovery
2023-07-23 21:23:00,-7.93483501791129,112.954428715455,2.56,2,"Gunung Bromo, Probolinggo",5 kali gempa Low Frequency,VolcanoDiscovery
2023-07-24 09:19:00,-8.07087400610367,114.228098919449,1.99,14,"Gunung Ijen, Bondowoso",2 kali gempa Vulkanik Dangkal,VolcanoDiscovery
2023-07-24 10:00:00,-8.04462807088039,114.291070608278,2.26,39,"Gunung Ijen, Banyuwangi","3 kali gempa Tektonik Jauh
4 kali gempa Guguran
5 kali gempa Hembusan",VolcanoDiscovery
2023-07-25 13:56:00,-8.11206536180377,114.027657354715,3.12,8,"Gunung Raung, Banyuwangi","2 kali gempa Vulkanik Dalam
2 kali gempa Tremor Non-Harmonik
1 kali gempa Tektonik Lokal",VolcanoDiscovery
2023-07-25 20:53:00,-7.97739060984408,113.012460098385,3.79,54,"Gunung Bromo, Probolinggo","4 kali gempa Tektonik Lokal
2 kali gempa Low Frequency
4 kali gempa Hembusan
3 kali gempa Tektonik Jauh
2 kali gempa Tremor Non-Harmonik",VolcanoDiscovery
2023-07-26 01:33:00,-8.11805795718593,112.914248782377,1.05,14,"Gunung Semeru, Lumajang",2 kali gempa Vulkanik Dalam,VolcanoDiscovery
2023-07-26 08:39:00,-8.12313415468902,112.922843338291,3.62,32,"Gunung Semeru, Lumajang","5 kali gempa Tremor Non-Harmonik
3 kali gempa Tektonik Lokal
1 kali gempa Guguran
4 kali gempa Low
2 kali gempa Hembusan",VolcanoDiscovery
2023-07-26 08:41:00,-7.89331633673077,112.264758898507,3.89,26,"Gunung Kelud, Kediri","4 kali gempa Tektonik Jauh
3 kali gempa Tremor Non-Harmonik
3 kali gempa Tektonik Lokal
2 kali gempa Letusan/Erupsi
3 kali gempa Hembusan",VolcanoDiscovery
2023-07-26 10:34:00,-7.91714706801583,112.322731153878,3.04,13,"Gunung Kelud, Kediri",3 kali gempa Tremor Non-Harmonik,VolcanoDiscovery
2023-07-26 17:45:00,-7.99112972601334,112.297081071129,4.89,22,"Gunung Kelud, Kediri","2 kali gempa Letusan/Erupsi
1 kali gempa Hembusan
4 kali gempa Guguran
1 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-07-27 14:39:00,-7.99555715294298,112.253809861331,4.5,57,"Gunung Kelud, Kediri","4 kali gempa Tektonik Jauh
1 kali gempa Hembusan
4 kali gempa Tremor Non-Harmonik
2 kali gempa Guguran
4 kali gempa Low Frequency",VolcanoDiscovery
2023-07-27 23:48:00,-8.2008245699567,114.0129990669,3.49,8,"Gunung Raung, Banyuwangi","5 kali gempa Letusan/Erupsi
1 kali gempa Tektonik Lokal
2 kali gempa Tremor Non-Harmonik
3 kali gempa Tektonik Jauh",VolcanoDiscovery
2023-07-28 20:14:00,-7.92720673365673,112.927260591184,2.83,29,"Gunung Bromo, Probolinggo","2 kali gempa Tremor Non-Harmonik
4 kali gempa Guguran
4 kali gempa Letusan/Erupsi
5 kali gempa Low Frequency
4 kali gempa Low",VolcanoDiscovery
2023-07-29 02:24:00,-7.88355032116173,112.314446231873,2.49,57,"Gunung Kelud, Kediri","3 kali gempa Vulkanik Dalam
3 kali gempa Low Frequency
1 kali gempa Tektonik Lokal
4 kali gempa Hembusan",VolcanoDiscovery
2023-07-29 06:21:00,-7.96342260194188,112.887005851535,3.4,26,"Gunung Bromo, Probolinggo","4 kali gempa Low
4 kali gempa Vulkanik Dalam
5 kali gempa Tektonik Lokal
1 kali gempa Tektonik Jauh
2 kali gempa Guguran",VolcanoDiscovery
2023-07-29 10:17:00,-8.00318915310391,114.232044882687,2.28,40,"Gunung Ijen, Banyuwangi","2 kali gempa Tektonik Jauh
4 kali gempa Hembusan
4 kali gempa Guguran
2 kali gempa Low Frequency
5 kali gempa Vulkanik Dalam",VolcanoDiscovery
2023-07-30 01:40:00,-7.99948468844797,112.337797950385,4.3,28,"Gunung Kelud, Kediri","2 kali gempa Letusan/Erupsi
2 kali gempa Hembusan
4 kali gempa Tektonik Jauh
1 kali gempa Tektonik Lokal
2 kali gempa Guguran",VolcanoDiscovery
